id_paisano,desagregacion,pais_cod,encuesta,ano,valor,desagregacion_por_orden,comparacion_por,comparacion_por_orden,pais,pais2,detalle_indicador,indicador,disclaimer
ARG2000,Mujeres de alta calificación,ARG,,2000,16.43862533569336,7,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2000,Mujeres de baja calificación,ARG,,2000,12.59175300598145,5,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2000,Con hijos de 6 años o más,ARG,,2000,13.0982780456543,4,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2000,Con hijos de 0 a 5 años,ARG,,2000,18.79410362243652,3,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2000,Mujeres de media calificación,ARG,,2000,13.01014041900635,6,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2000,Sin hijos,ARG,,2000,9.839418411254883,2,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2000,Total,ARG,,2000,14.21091938018799,1,Total,1,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Con hijos de 0 a 5 años,ARG,,2001,15.39112758636475,3,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Con hijos de 6 años o más,ARG,,2001,12.89860248565674,4,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Total,ARG,,2001,13.33972549438477,1,Total,1,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres de alta calificación,ARG,,2001,15.95565986633301,7,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres de baja calificación,ARG,,2001,10.20964622497559,5,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Sin hijos,ARG,,2001,11.22487545013428,2,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2001,Mujeres de media calificación,ARG,,2001,12.52903556823731,6,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres de media calificación,ARG,,2002,12.41440391540527,6,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres de baja calificación,ARG,,2002,13.05397701263428,5,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Total,ARG,,2002,13.24945545196533,1,Total,1,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Con hijos de 0 a 5 años,ARG,,2002,14.03173542022705,3,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Con hijos de 6 años o más,ARG,,2002,12.92962837219238,4,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Mujeres de alta calificación,ARG,,2002,14.18301677703857,7,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2002,Sin hijos,ARG,,2002,12.8075647354126,2,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Con hijos de 0 a 5 años,ARG,,2003,17.71274375915527,3,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Total,ARG,,2003,14.82209300994873,1,Total,1,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres de alta calificación,ARG,,2003,16.70800590515137,7,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Con hijos de 6 años o más,ARG,,2003,13.74200630187988,4,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres de baja calificación,ARG,,2003,12.49628257751465,5,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Mujeres de media calificación,ARG,,2003,14.52549076080322,6,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2003,Sin hijos,ARG,,2003,12.44153594970703,2,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Sin hijos,ARG,,2004,9.556845664978027,2,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Mujeres de media calificación,ARG,,2004,15.57097816467285,6,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Mujeres de alta calificación,ARG,,2004,16.03988075256348,7,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Total,ARG,,2004,14.98387336730957,1,Total,1,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Mujeres de baja calificación,ARG,,2004,13.04336643218994,5,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Con hijos de 6 años o más,ARG,,2004,14.38611507415772,4,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2004,Con hijos de 0 a 5 años,ARG,,2004,18.93557167053223,3,Hijos,2,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
ARG2005,Mujeres de baja calificación,ARG,,2005,14.12543869018555,5,Calificación (mujeres),3,Argentina,Argentina,Diferencia de horas trabajadas entre el hombre y la mujer de una pareja.,Brecha de horas trabajadas entre cónyuges,Población de referencia entre 25 y 64 años. Las series pueden presentar saltos por cambios metodológicos en las encuestas (ver documentos metodológicos). Fuente: GenLAC (CEDLAS).
